subject,samples,accuracy,precision,recall,f1_score
2.0,990,0.5585858585858586,0.5813761229895414,0.5585858585858586,0.5516755078587041
3.0,1409,0.7395315826827538,0.7435897043487065,0.7395315826827538,0.7321404292917219
4.0,641,0.717628705148206,0.9909399584539532,0.717628705148206,0.8265698526426619
5.0,1178,0.9456706281833617,0.9505748309989679,0.9456706281833617,0.9452195613037216
6.0,1488,0.5766129032258065,0.5638808558956738,0.5766129032258065,0.5437491870447451
7.0,1847,0.9556036816459123,0.9606459227886204,0.9556036816459123,0.9561595819278046
8.0,630,0.9761904761904762,0.9836309523809523,0.9761904761904762,0.978243601653271
9.0,562,0.8807829181494662,0.9490525291237035,0.8807829181494662,0.9005245012602
10.0,860,0.6546511627906977,0.8799521548164585,0.6546511627906977,0.6935236788927052
11.0,1787,0.9429210968102966,0.9471928934593749,0.9429210968102966,0.9434069657310078
13.0,2186,0.827996340347667,0.8896568266076353,0.827996340347667,0.8348478115086334
14.0,68,0.5294117647058824,0.7762777242044359,0.5294117647058824,0.4493890309747087
15.0,933,0.3837084673097535,0.7815242661586387,0.3837084673097535,0.30081564039124803
16.0,661,0.9334341906202723,0.9806744424381436,0.9334341906202723,0.9505606836857248
17.0,644,0.8260869565217391,0.868227844119898,0.8260869565217391,0.829621691100434
